league_code,date_added,gameweek,short_name,kind,result,index,priority,position,element_in,player_in,element_out,player_out,player_in_points_scored_in_week,player_out_points_scored_in_week,net_points_of_transfer_in_week,abs_net_trade,transfer_category
Conf,2026-03-19 19:48:57.658001+00:00,31,AC,free agent,successful,,,DEF,317,Andersen (4),225,James (0),4,0,4,4,free agent - successful
Conf,2026-04-29 19:48:26.307632+00:00,35,BP,waiver,successful,1.0,1.0,MID,16,Saka (11),20,Trossard (7),11,7,4,4,waiver - successful
Conf,2026-04-29 19:48:26.307683+00:00,35,BP,waiver,successful,6.0,2.0,DEF,11,White (6),295,Keane (2),6,2,4,4,waiver - successful
Conf,2026-05-08 07:48:08.069698+00:00,36,HC,waiver,unsuccessful - player in already been picked up,3.0,1.0,MID,416,Bernardo (7),266,Eze (3),7,3,4,4,waiver - unsuccessful - player in already been picked up
Conf,2026-05-22 08:35:06.296277+00:00,38,PV,waiver,successful,8.0,2.0,GKP,670,Roefs (2),314,Leno (6),2,6,-4,4,waiver - successful
Conf,2025-08-20 07:43:09.246643+00:00,2,IR,waiver,unsuccessful - player out already gone,17.0,5.0,GKP,67,Petrović (6),565,Vicario (9),6,9,-3,3,waiver - unsuccessful - player out already gone
Conf,2025-08-27 19:12:11.433994+00:00,3,IR,waiver,successful,7.0,2.0,GKP,565,Vicario (3),32,Martinez (0),3,0,3,3,waiver - successful
Conf,2025-09-10 11:13:38.397821+00:00,4,PV,waiver,unsuccessful - player in already been picked up,17.0,4.0,DEF,72,Senesi (3),507,Aina (0),3,0,3,3,waiver - unsuccessful - player in already been picked up
Conf,2025-09-12 08:07:08.433870+00:00,4,CR,waiver,successful,9.0,2.0,DEF,72,Senesi (3),508,N.Williams (0),3,0,3,3,waiver - successful
Conf,2025-09-27 18:10:53.685843+00:00,7,HC,waiver,successful,4.0,1.0,DEF,475,Botman (6),505,Milenković (3),6,3,3,3,waiver - successful
Conf,2025-10-17 09:36:16.183962+00:00,8,PV,waiver,unsuccessful - player out already gone,7.0,4.0,DEF,343,Struijk (0),374,Konaté (3),0,3,-3,3,waiver - unsuccessful - player out already gone
Conf,2025-10-30 18:59:48.861058+00:00,10,PV,waiver,successful,1.0,1.0,MID,20,Trossard (6),612,L.Paquetá (9),6,9,-3,3,waiver - successful
Conf,2025-11-15 13:17:01.963430+00:00,12,IR,waiver,successful,2.0,1.0,MID,81,Kluivert (0),324,Iwobi (3),0,3,-3,3,waiver - successful
Conf,2025-11-15 13:17:01.963491+00:00,12,IR,waiver,successful,8.0,3.0,GKP,253,Henderson (6),469,Pope (3),6,3,3,3,waiver - successful
Conf,2025-11-29 09:46:50.220151+00:00,13,HC,free agent,successful,,,DEF,660,Mosquera (1),230,Fofana (4),1,4,-3,3,free agent - successful
Conf,2025-12-01 15:18:16.093077+00:00,14,AC,waiver,successful,4.0,1.0,MID,487,Barnes (3),267,Sarr (0),3,0,3,3,waiver - successful
Conf,2025-12-04 12:37:48.476396+00:00,15,HC,waiver,successful,2.0,1.0,DEF,720,Hincapie (3),660,Mosquera (0),3,0,3,3,waiver - successful
Conf,2025-12-06 21:53:47.837289+00:00,16,BP,waiver,successful,2.0,1.0,GKP,32,Martinez (0),101,Kelleher (3),0,3,-3,3,waiver - successful
Conf,2025-12-12 15:47:09.123184+00:00,16,PV,free agent,successful,,,MID,417,Cherki (6),427,Reijnders (3),6,3,3,3,free agent - successful
Conf,2025-12-28 23:01:50.258990+00:00,19,HC,waiver,successful,3.0,1.0,DEF,370,Frimpong (6),74,Truffert (3),6,3,3,3,waiver - successful
Conf,2025-12-30 11:40:46.576969+00:00,19,HC,free agent,successful,,,MID,580,Johnson (0),582,Kudus (3),0,3,-3,3,free agent - successful
Conf,2026-01-01 22:30:45.420283+00:00,20,PV,waiver,successful,4.0,1.0,MID,612,L.Paquetá (0),157,Mitoma (3),0,3,-3,3,waiver - successful
Conf,2026-01-05 09:57:54.633560+00:00,21,IR,waiver,successful,1.0,1.0,FWD,310,Barry (2),337,Raúl (5),2,5,-3,3,waiver - successful
Conf,2026-01-05 09:57:54.633619+00:00,21,IR,waiver,successful,3.0,2.0,MID,490,Joelinton (8),84,Tavernier (5),8,5,3,3,waiver - successful
Conf,2026-01-15 21:12:40.052058+00:00,22,BP,waiver,successful,6.0,2.0,DEF,568,Pedro Porro (4),225,James (7),4,7,-3,3,waiver - successful
Conf,2026-01-16 10:10:34.395563+00:00,22,PV,waiver,successful,4.0,1.0,MID,487,Barnes (3),612,L.Paquetá (0),3,0,3,3,waiver - successful
Conf,2026-01-29 12:30:06.960026+00:00,24,AC,waiver,successful,4.0,1.0,MID,615,Summerville (7),390,Gravenberch (4),7,4,3,3,waiver - successful
Conf,2026-02-03 10:52:27.049353+00:00,25,CR,waiver,successful,4.0,1.0,MID,457,Casemiro (3),120,Schade (0),3,0,3,3,waiver - successful
Conf,2026-02-07 16:23:41.861000+00:00,26,HC,waiver,unsuccessful - player in already been picked up,5.0,2.0,MID,808,Rayan (6),299,Ndiaye (9),6,9,-3,3,waiver - unsuccessful - player in already been picked up
Conf,2026-02-24 06:14:58.807599+00:00,28,PV,waiver,unsuccessful - player out already gone,6.0,2.0,MID,485,Gordon (2),236,Neto (-1),2,-1,3,3,waiver - unsuccessful - player out already gone
Conf,2026-03-12 22:24:36.334521+00:00,30,CR,waiver,unsuccessful - player in already been picked up,5.0,1.0,DEF,720,Hincapie (4),442,Maguire (1),4,1,3,3,waiver - unsuccessful - player in already been picked up
Conf,2026-04-02 23:11:59.783231+00:00,32,AC,waiver,successful,6.0,2.0,MID,517,Anderson (4),414,Foden (1),4,1,3,3,waiver - successful
Conf,2026-04-10 16:34:01.340421+00:00,32,AC,free agent,successful,,,MID,615,Summerville (3),237,Enzo (0),3,0,3,3,free agent - successful
Conf,2026-04-14 06:27:15.339361+00:00,33,BP,waiver,successful,7.0,3.0,MID,90,Scott (5),17,Ødegaard (2),5,2,3,3,waiver - successful
Conf,2026-04-14 06:27:15.339391+00:00,33,BP,waiver,successful,15.0,4.0,MID,87,Christie (4),452,Amad (1),4,1,3,3,waiver - successful
Conf,2026-04-15 13:47:46.492092+00:00,33,HC,waiver,unsuccessful - player in already been picked up,16.0,3.0,MID,90,Scott (5),266,Eze (2),5,2,3,3,waiver - unsuccessful - player in already been picked up
Conf,2026-04-17 09:49:48.933720+00:00,33,AC,waiver,successful,4.0,1.0,MID,237,Enzo (4),386,Mac Allister (1),4,1,3,3,waiver - successful
Conf,2026-04-23 11:28:07.164870+00:00,34,CR,waiver,successful,11.0,3.0,DEF,815,Disasi (3),74,Truffert (0),3,0,3,3,waiver - successful
Conf,2026-04-24 08:07:36.931964+00:00,34,BP,free agent,successful,,,MID,718,Xavi (3),90,Scott (0),3,0,3,3,free agent - successful
Conf,2026-04-27 22:31:38.723307+00:00,35,CR,waiver,unsuccessful - player out already gone,9.0,2.0,DEF,74,Truffert (7),684,Alderete (4),7,4,3,3,waiver - unsuccessful - player out already gone
Conf,2026-05-06 05:29:32.736674+00:00,36,PV,waiver,successful,4.0,1.0,GKP,567,Kinsky (3),670,Roefs (6),3,6,-3,3,waiver - successful
Conf,2026-05-06 05:29:32.736775+00:00,36,PV,waiver,unsuccessful - player out already gone,13.0,4.0,FWD,597,Richarlison (2),215,Flemming (5),2,5,-3,3,waiver - unsuccessful - player out already gone
Conf,2026-05-06 05:29:32.736795+00:00,36,PV,waiver,successful,14.0,5.0,DEF,7,Calafiori (1),707,Justin (4),1,4,-3,3,waiver - successful
Conf,2026-05-15 08:26:22.679432+00:00,37,BP,free agent,successful,,,MID,20,Trossard (3),18,Madueke (0),3,0,3,3,free agent - successful
Conf,2026-05-23 07:11:34.191590+00:00,38,BP,waiver,successful,6.0,2.0,MID,584,Tel (3),20,Trossard (0),3,0,3,3,waiver - successful
Conf,2026-05-23 17:28:35.803194+00:00,38,BP,free agent,successful,,,GKP,502,Sels (3),32,Martinez (0),3,0,3,3,free agent - successful
Conf,2025-08-21 18:06:02.400889+00:00,2,CR,waiver,successful,3.0,1.0,FWD,654,Strand Larsen (2),30,Havertz (0),2,0,2,2,waiver - successful
Conf,2025-08-21 20:00:03.957696+00:00,2,AC,free agent,successful,,,DEF,36,Cash (2),370,Frimpong (0),2,0,2,2,free agent - successful
Conf,2025-08-29 15:50:31.314871+00:00,3,PV,free agent,successful,,,DEF,569,Romero (2),441,Dorgu (0),2,0,2,2,free agent - successful
Conf,2025-09-05 12:49:49.339542+00:00,4,IR,waiver,unsuccessful - player in already been picked up,11.0,2.0,GKP,728,Donnarumma (6),565,Vicario (8),6,8,-2,2,waiver - unsuccessful - player in already been picked up
Conf,2025-09-10 11:13:38.397841+00:00,4,PV,waiver,successful,18.0,5.0,MID,81,Kluivert (1),487,Barnes (3),1,3,-2,2,waiver - successful
Conf,2025-09-10 11:13:38.397860+00:00,4,PV,waiver,unsuccessful - player out already gone,19.0,6.0,MID,83,O.Dango (1),487,Barnes (3),1,3,-2,2,waiver - unsuccessful - player out already gone
Conf,2025-09-10 11:13:38.397878+00:00,4,PV,waiver,unsuccessful - player out already gone,20.0,7.0,MID,389,Elliott (1),487,Barnes (3),1,3,-2,2,waiver - unsuccessful - player out already gone
Conf,2025-09-10 11:13:38.397898+00:00,4,PV,waiver,unsuccessful - player out already gone,21.0,8.0,MID,386,Mac Allister (1),487,Barnes (3),1,3,-2,2,waiver - unsuccessful - player out already gone
Conf,2025-09-11 21:39:34.387045+00:00,4,AC,waiver,successful,7.0,1.0,DEF,260,Guéhi (6),474,Schär (8),6,8,-2,2,waiver - successful
Conf,2025-09-12 06:38:32.728502+00:00,4,HC,waiver,unsuccessful - player out already gone,13.0,3.0,GKP,67,Petrović (2),399,Ederson M. (0),2,0,2,2,waiver - unsuccessful - player out already gone
Conf,2025-09-19 06:26:13.618962+00:00,5,HC,waiver,unsuccessful - player in already been picked up,9.0,3.0,MID,414,Foden (3),486,Elanga (1),3,1,2,2,waiver - unsuccessful - player in already been picked up
Conf,2025-09-19 09:29:47.653538+00:00,5,PV,waiver,successful,1.0,1.0,MID,414,Foden (3),81,Kluivert (1),3,1,2,2,waiver - successful
Conf,2025-10-17 09:36:16.183919+00:00,8,PV,waiver,unsuccessful - player in already been picked up,4.0,2.0,DEF,683,Thiaw (1),374,Konaté (3),1,3,-2,2,waiver - unsuccessful - player in already been picked up
Conf,2025-10-23 11:36:28.939683+00:00,9,IR,waiver,successful,2.0,1.0,MID,324,Iwobi (1),718,Xavi (3),1,3,-2,2,waiver - successful
Conf,2025-10-23 16:42:09.690727+00:00,9,PV,waiver,successful,1.0,1.0,DEF,233,Acheampong (2),569,Romero (0),2,0,2,2,waiver - successful
Conf,2025-10-31 12:51:45.085747+00:00,10,CR,waiver,successful,3.0,1.0,FWD,560,Isidor (2),525,Wood (0),2,0,2,2,waiver - successful
Conf,2025-11-02 21:07:16.216088+00:00,11,HC,waiver,successful,2.0,1.0,DEF,230,Fofana (6),505,Milenković (4),6,4,2,2,waiver - successful
Conf,2025-11-20 18:47:55.353250+00:00,12,PV,waiver,successful,16.0,7.0,GKP,32,Martinez (3),314,Leno (5),3,5,-2,2,waiver - successful
Conf,2025-11-20 22:04:05.557514+00:00,12,BP,waiver,successful,9.0,2.0,MID,418,Doku (2),157,Mitoma (0),2,0,2,2,waiver - successful
Conf,2025-11-25 12:52:33.609818+00:00,13,AC,waiver,successful,3.0,1.0,DEF,694,Mukiele (0),228,Gusto (2),0,2,-2,2,waiver - successful
Conf,2025-11-28 11:04:18.985067+00:00,13,PV,waiver,successful,1.0,1.0,FWD,671,Wilson (2),679,Šeško (0),2,0,2,2,waiver - successful
Conf,2025-11-28 11:04:18.985113+00:00,13,PV,waiver,successful,4.0,2.0,MID,390,Gravenberch (3),413,Marmoush (1),3,1,2,2,waiver - successful
Conf,2025-11-28 11:04:18.985131+00:00,13,PV,waiver,unsuccessful - player out already gone,6.0,3.0,MID,120,Schade (3),413,Marmoush (1),3,1,2,2,waiver - unsuccessful - player out already gone
Conf,2025-11-28 11:04:18.985146+00:00,13,PV,waiver,successful,7.0,4.0,GKP,469,Pope (0),67,Petrović (2),0,2,-2,2,waiver - successful
Conf,2025-11-30 22:14:58.007969+00:00,14,PV,waiver,successful,1.0,1.0,GKP,729,Lammens (2),469,Pope (0),2,0,2,2,waiver - successful
Conf,2025-12-01 08:46:51.767524+00:00,14,IR,waiver,unsuccessful - player in already been picked up,5.0,2.0,MID,487,Barnes (3),84,Tavernier (1),3,1,2,2,waiver - unsuccessful - player in already been picked up
Conf,2025-12-01 21:16:42.864696+00:00,14,HC,free agent,successful,,,FWD,135,Wissa (0),250,Delap (2),0,2,-2,2,free agent - successful
Conf,2025-12-05 09:36:29.827916+00:00,15,PV,waiver,successful,4.0,2.0,GKP,314,Leno (2),32,Martinez (4),2,4,-2,2,waiver - successful
Conf,2025-12-12 20:02:19.565307+00:00,16,AC,free agent,successful,,,MID,26,Zubimendi (1),515,Gibbs-White (3),1,3,-2,2,free agent - successful
Conf,2025-12-19 10:19:25.902870+00:00,17,IR,waiver,successful,1.0,1.0,MID,84,Tavernier (2),452,Amad (0),2,0,2,2,waiver - successful
Conf,2025-12-21 19:46:51.441025+00:00,18,AC,waiver,unsuccessful - player out already gone,9.0,2.0,MID,386,Mac Allister (2),242,Dewsbury-Hall (0),2,0,2,2,waiver - unsuccessful - player out already gone
Conf,2025-12-25 18:23:55.368716+00:00,18,CR,waiver,successful,5.0,2.0,DEF,107,Lewis-Potter (2),11,White (0),2,0,2,2,waiver - successful
Conf,2025-12-27 22:10:18.193364+00:00,19,AC,waiver,successful,4.0,1.0,FWD,526,Igor Jesus (2),31,G.Jesus (4),2,4,-2,2,waiver - successful
Conf,2026-01-01 21:57:29.858009+00:00,20,CR,waiver,successful,7.0,2.0,DEF,107,Lewis-Potter (0),440,Dalot (2),0,2,-2,2,waiver - successful
Conf,2026-01-14 09:36:38.823308+00:00,22,IR,waiver,unsuccessful - player in already been picked up,16.0,5.0,MID,487,Barnes (3),160,Minteh (1),3,1,2,2,waiver - unsuccessful - player in already been picked up
Conf,2026-01-15 21:12:40.052008+00:00,22,BP,waiver,successful,1.0,1.0,FWD,337,Raúl (2),597,Richarlison (0),2,0,2,2,waiver - successful
Conf,2026-01-16 10:10:34.395687+00:00,22,PV,waiver,unsuccessful - player out already gone,15.0,4.0,DEF,531,Ballard (4),292,Mykolenko (6),4,6,-2,2,waiver - unsuccessful - player out already gone
Conf,2026-01-16 10:46:49.100265+00:00,22,CR,waiver,unsuccessful - player in already been picked up,9.0,2.0,FWD,337,Raúl (2),560,Isidor (0),2,0,2,2,waiver - unsuccessful - player in already been picked up
Conf,2026-01-21 04:29:51.875480+00:00,23,BP,waiver,unsuccessful - player in already been picked up,9.0,2.0,DEF,441,Dorgu (8),411,O'Reilly (6),8,6,2,2,waiver - unsuccessful - player in already been picked up
Conf,2026-01-21 04:29:51.875498+00:00,23,BP,waiver,successful,10.0,3.0,MID,452,Amad (2),419,Grealish (0),2,0,2,2,waiver - successful
Conf,2026-01-21 22:36:39.917747+00:00,23,AC,waiver,successful,8.0,2.0,GKP,341,Darlow (2),665,Perri (0),2,0,2,2,waiver - successful
Conf,2026-01-22 19:19:50.878219+00:00,23,PV,waiver,unsuccessful - player in already been picked up,3.0,1.0,DEF,225,James (6),224,Cucurella (4),6,4,2,2,waiver - unsuccessful - player in already been picked up
Conf,2026-01-22 19:19:50.878295+00:00,23,PV,waiver,successful,4.0,2.0,GKP,220,Sánchez (3),565,Vicario (1),3,1,2,2,waiver - successful
Conf,2026-01-22 19:19:50.878355+00:00,23,PV,waiver,unsuccessful - player out already gone,22.0,5.0,MID,84,Tavernier (0),487,Barnes (2),0,2,-2,2,waiver - unsuccessful - player out already gone
Conf,2026-01-23 09:03:55.851536+00:00,23,HC,waiver,unsuccessful - player out already gone,15.0,2.0,MID,84,Tavernier (0),485,Gordon (2),0,2,-2,2,waiver - unsuccessful - player out already gone
Conf,2026-01-23 09:10:20.454860+00:00,23,IR,waiver,unsuccessful - player in already been picked up,11.0,2.0,GKP,220,Sánchez (3),253,Henderson (1),3,1,2,2,waiver - unsuccessful - player in already been picked up
Conf,2026-01-23 09:10:20.454884+00:00,23,IR,waiver,successful,12.0,3.0,MID,547,E.Le Fée (2),490,Joelinton (0),2,0,2,2,waiver - successful
Conf,2026-01-23 15:06:55.536480+00:00,23,IR,free agent,successful,,,DEF,531,Ballard (2),374,Konaté (0),2,0,2,2,free agent - successful
Conf,2026-01-26 08:37:11.943288+00:00,24,IR,waiver,successful,7.0,3.0,DEF,257,Lacroix (2),569,Romero (0),2,0,2,2,waiver - successful
Conf,2026-01-29 20:44:52.917734+00:00,24,BP,waiver,successful,9.0,3.0,DEF,506,Murillo (2),568,Pedro Porro (0),2,0,2,2,waiver - successful
Conf,2026-01-30 07:14:16.731910+00:00,24,HC,waiver,successful,3.0,1.0,MID,238,Estêvão (0),580,Johnson (2),0,2,-2,2,waiver - successful
Conf,2026-01-30 07:14:16.731985+00:00,24,HC,waiver,unsuccessful - player out already gone,10.0,3.0,MID,808,Rayan (4),580,Johnson (2),4,2,2,2,waiver - unsuccessful - player out already gone
Conf,2026-01-30 19:20:37.692835+00:00,24,CR,free agent,successful,,,DEF,508,N.Williams (-2),441,Dorgu (0),-2,0,-2,2,free agent - successful
Conf,2026-02-03 15:27:47.243961+00:00,25,IR,waiver,successful,7.0,3.0,MID,485,Gordon (0),547,E.Le Fée (2),0,2,-2,2,waiver - successful
Conf,2026-02-20 12:52:33.428804+00:00,27,BP,waiver,successful,1.0,1.0,DEF,531,Ballard (4),506,Murillo (2),4,2,2,2,waiver - successful
Conf,2026-02-24 06:14:58.807652+00:00,28,PV,waiver,unsuccessful - player out already gone,13.0,5.0,MID,83,O.Dango (5),417,Cherki (3),5,3,2,2,waiver - unsuccessful - player out already gone
Conf,2026-02-24 06:14:58.807668+00:00,28,PV,waiver,unsuccessful - player out already gone,14.0,6.0,MID,390,Gravenberch (5),417,Cherki (3),5,3,2,2,waiver - unsuccessful - player out already gone
Conf,2026-02-26 07:29:26.063892+00:00,28,HC,waiver,successful,3.0,1.0,MID,266,Eze (2),299,Ndiaye (4),2,4,-2,2,waiver - successful
Conf,2026-02-26 20:32:44.297412+00:00,28,IR,free agent,successful,,,DEF,74,Truffert (4),225,James (6),4,6,-2,2,free agent - successful
Conf,2026-03-10 23:56:44.658262+00:00,30,AC,waiver,unsuccessful - player out already gone,9.0,2.0,MID,517,Anderson (2),488,Bruno G. (0),2,0,2,2,waiver - unsuccessful - player out already gone
Conf,2026-03-19 10:21:59.722773+00:00,31,HC,waiver,successful,4.0,2.0,GKP,220,Sánchez (2),182,Trafford (0),2,0,2,2,waiver - successful
Conf,2026-04-01 10:47:37.096009+00:00,32,IR,waiver,successful,1.0,1.0,DEF,37,Digne (2),322,Tete (0),2,0,2,2,waiver - successful
Conf,2026-04-15 19:58:14.951526+00:00,33,PV,waiver,successful,12.0,5.0,FWD,596,Solanke (2),666,Ekitiké (0),2,0,2,2,waiver - successful
Conf,2026-04-15 19:58:14.951544+00:00,33,PV,waiver,unsuccessful - player out already gone,17.0,6.0,FWD,792,Taty (2),666,Ekitiké (0),2,0,2,2,waiver - unsuccessful - player out already gone
Conf,2026-04-15 19:58:14.951561+00:00,33,PV,waiver,unsuccessful - player out already gone,18.0,7.0,FWD,525,Wood (2),666,Ekitiké (0),2,0,2,2,waiver - unsuccessful - player out already gone
Conf,2026-04-15 19:58:14.951594+00:00,33,PV,waiver,unsuccessful - player in already been picked up,19.0,8.0,FWD,499,Isak (2),666,Ekitiké (0),2,0,2,2,waiver - unsuccessful - player in already been picked up
Conf,2026-04-22 21:23:24.782925+00:00,34,AC,waiver,unsuccessful - player out already gone,8.0,2.0,MID,547,E.Le Fée (2),237,Enzo (0),2,0,2,2,waiver - unsuccessful - player out already gone
Conf,2026-04-23 10:42:17.553234+00:00,34,PV,waiver,successful,2.0,1.0,MID,17,Ødegaard (3),16,Saka (1),3,1,2,2,waiver - successful
Conf,2026-04-23 10:42:17.553290+00:00,34,PV,waiver,unsuccessful - player out already gone,5.0,2.0,MID,718,Xavi (3),16,Saka (1),3,1,2,2,waiver - unsuccessful - player out already gone
Conf,2026-04-23 10:42:17.553348+00:00,34,PV,waiver,unsuccessful - player out already gone,12.0,5.0,FWD,733,Brobbey (2),97,Evanilson (0),2,0,2,2,waiver - unsuccessful - player out already gone
Conf,2026-04-23 18:48:25.270414+00:00,34,HC,free agent,successful,,,GKP,681,Hermansen (2),220,Sánchez (0),2,0,2,2,free agent - successful
Conf,2026-04-23 21:52:29.400198+00:00,34,AC,free agent,successful,,,MID,547,E.Le Fée (2),784,Groß (0),2,0,2,2,free agent - successful
Conf,2026-04-24 07:17:53.147593+00:00,34,BP,free agent,successful,,,MID,488,Bruno G. (2),354,Ampadu (0),2,0,2,2,free agent - successful
Conf,2026-04-27 22:31:38.723370+00:00,35,CR,waiver,successful,12.0,5.0,DEF,406,Khusanov (3),815,Disasi (1),3,1,2,2,waiver - successful
Conf,2026-04-30 17:11:53.263666+00:00,35,PV,waiver,successful,8.0,4.0,FWD,215,Flemming (2),596,Solanke (0),2,0,2,2,waiver - successful
Conf,2026-04-30 17:11:53.263723+00:00,35,PV,waiver,unsuccessful - player out already gone,16.0,7.0,FWD,337,Raúl (2),596,Solanke (0),2,0,2,2,waiver - unsuccessful - player out already gone
Conf,2026-04-30 17:11:53.263774+00:00,35,PV,waiver,unsuccessful - player out already gone,20.0,10.0,DEF,402,Aït-Nouri (0),575,Van de Ven (2),0,2,-2,2,waiver - unsuccessful - player out already gone
Conf,2026-04-30 21:44:53.248906+00:00,35,AC,free agent,successful,,,MID,784,Groß (2),547,E.Le Fée (4),2,4,-2,2,free agent - successful
Conf,2026-05-06 05:29:32.736756+00:00,36,PV,waiver,unsuccessful - player out already gone,12.0,3.0,FWD,654,Strand Larsen (3),215,Flemming (5),3,5,-2,2,waiver - unsuccessful - player out already gone
Conf,2026-05-06 05:29:32.736813+00:00,36,PV,waiver,unsuccessful - player in already been picked up,15.0,6.0,DEF,683,Thiaw (2),707,Justin (4),2,4,-2,2,waiver - unsuccessful - player in already been picked up
Conf,2026-05-20 05:59:27.280233+00:00,38,CR,waiver,successful,4.0,1.0,FWD,500,Osula (2),679,Šeško (0),2,0,2,2,waiver - successful
Conf,2026-05-20 05:59:27.280281+00:00,38,CR,waiver,successful,9.0,2.0,MID,808,Rayan (2),303,Garner (4),2,4,-2,2,waiver - successful
Conf,2026-05-20 05:59:27.280302+00:00,38,CR,waiver,successful,12.0,3.0,MID,83,O.Dango (2),457,Casemiro (0),2,0,2,2,waiver - successful
Conf,2026-05-20 05:59:27.280329+00:00,38,CR,waiver,successful,14.0,4.0,DEF,73,Smith (2),406,Khusanov (0),2,0,2,2,waiver - successful
Conf,2026-05-21 06:18:41.775815+00:00,38,HC,waiver,successful,7.0,2.0,DEF,660,Mosquera (4),720,Hincapie (2),4,2,2,2,waiver - successful
Conf,2026-05-22 08:35:06.296320+00:00,38,PV,waiver,successful,13.0,4.0,GKP,183,Weiss (3),567,Kinsky (5),3,5,-2,2,waiver - successful
Conf,2026-05-23 07:11:34.191538+00:00,38,BP,waiver,successful,1.0,1.0,FWD,597,Richarlison (2),30,Havertz (4),2,4,-2,2,waiver - successful
Conf,2025-08-11 21:12:57.055778+00:00,1,HC,waiver,successful,2.0,1.0,FWD,679,Šeško (1),654,Strand Larsen (2),1,2,-1,1,waiver - successful
Conf,2025-08-19 20:39:06.329457+00:00,2,PV,waiver,successful,1.0,1.0,DEF,441,Dorgu (2),473,Hall (1),2,1,1,1,waiver - successful
Conf,2025-08-20 07:43:09.246605+00:00,2,IR,waiver,unsuccessful - player in already been picked up,14.0,3.0,DEF,410,Lewis (1),292,Mykolenko (0),1,0,1,1,waiver - unsuccessful - player in already been picked up
Conf,2025-08-21 14:50:46.621224+00:00,2,HC,waiver,successful,5.0,1.0,MID,427,Reijnders (2),417,Cherki (1),2,1,1,1,waiver - successful
Conf,2025-08-21 14:50:46.621278+00:00,2,HC,waiver,unsuccessful - player in already been picked up,10.0,2.0,FWD,679,Šeško (1),136,Thiago (2),1,2,-1,1,waiver - unsuccessful - player in already been picked up
Conf,2025-08-21 14:50:46.621349+00:00,2,HC,waiver,successful,13.0,5.0,DEF,260,Guéhi (2),10,Lewis-Skelly (1),2,1,1,1,waiver - successful
Conf,2025-08-21 17:58:05.819015+00:00,2,AC,waiver,successful,9.0,2.0,DEF,410,Lewis (1),290,Branthwaite (0),1,0,1,1,waiver - successful
Conf,2025-08-21 19:52:37.630894+00:00,2,AC,free agent,successful,,,FWD,338,Muniz (0),362,Piroe (1),0,1,-1,1,free agent - successful
Conf,2025-08-22 12:31:50.755279+00:00,2,IR,free agent,successful,,,MID,517,Anderson (2),81,Kluivert (1),2,1,1,1,free agent - successful
Conf,2025-08-27 19:12:11.433938+00:00,3,IR,waiver,successful,1.0,1.0,DEF,575,Van de Ven (1),11,White (0),1,0,1,1,waiver - successful
Conf,2025-08-28 00:04:22.691016+00:00,3,AC,waiver,successful,6.0,1.0,FWD,500,Osula (2),338,Muniz (1),2,1,1,1,waiver - successful
Conf,2025-08-28 00:04:22.691076+00:00,3,AC,waiver,successful,13.0,2.0,MID,669,Ndoye (1),20,Trossard (0),1,0,1,1,waiver - successful
Conf,2025-08-28 00:04:22.691132+00:00,3,AC,waiver,successful,15.0,3.0,DEF,573,Spence (1),36,Cash (0),1,0,1,1,waiver - successful
Conf,2025-08-28 17:55:41.298705+00:00,3,PV,waiver,successful,2.0,1.0,MID,487,Barnes (1),485,Gordon (0),1,0,1,1,waiver - successful
Conf,2025-08-28 17:55:41.298758+00:00,3,PV,waiver,unsuccessful - player in already been picked up,8.0,2.0,DEF,575,Van de Ven (1),441,Dorgu (0),1,0,1,1,waiver - unsuccessful - player in already been picked up
Conf,2025-08-28 17:55:41.298777+00:00,3,PV,waiver,unsuccessful - player out already gone,9.0,3.0,MID,52,J.Ramsey (1),485,Gordon (0),1,0,1,1,waiver - unsuccessful - player out already gone
Conf,2025-08-28 21:00:09.743355+00:00,3,CR,waiver,successful,5.0,1.0,DEF,8,J.Timber (2),38,Konsa (1),2,1,1,1,waiver - successful
Conf,2025-09-02 21:01:10.786997+00:00,4,BP,waiver,unsuccessful - player in already been picked up,6.0,2.0,FWD,735,Kolo Muani (0),597,Richarlison (1),0,1,-1,1,waiver - unsuccessful - player in already been picked up
Conf,2025-09-18 08:48:21.073491+00:00,5,IR,waiver,successful,2.0,1.0,MID,718,Xavi (1),267,Sarr (0),1,0,1,1,waiver - successful
Conf,2025-09-18 16:21:03.069461+00:00,5,AC,waiver,successful,7.0,2.0,MID,418,Doku (3),515,Gibbs-White (2),3,2,1,1,waiver - successful
Conf,2025-09-19 06:26:13.618873+00:00,5,HC,waiver,successful,4.0,1.0,MID,485,Gordon (0),486,Elanga (1),0,1,-1,1,waiver - successful
Conf,2025-09-19 09:29:47.653582+00:00,5,PV,waiver,successful,6.0,2.0,FWD,679,Šeško (1),735,Kolo Muani (0),1,0,1,1,waiver - successful
Conf,2025-09-19 09:29:47.653607+00:00,5,PV,waiver,unsuccessful - player out already gone,12.0,3.0,FWD,178,Welbeck (1),735,Kolo Muani (0),1,0,1,1,waiver - unsuccessful - player out already gone
Conf,2025-09-19 09:51:07.205927+00:00,5,CR,waiver,successful,11.0,3.0,GKP,670,Roefs (2),502,Sels (3),2,3,-1,1,waiver - successful
Conf,2025-09-26 00:20:53.025799+00:00,6,AC,waiver,successful,2.0,1.0,DEF,36,Cash (2),410,Lewis (1),2,1,1,1,waiver - successful
