,id,total_points,gameweek,total_points_scored_after_gameweek
15950,245,1,24,6
16692,245,0,25,5
17451,245,1,26,5
18214,245,2,27,4
18978,245,1,28,2
19747,245,0,29,1
20516,245,1,30,1
21287,245,0,31,0
22059,245,0,32,0
22837,245,0,33,0
23616,245,0,34,0
24396,245,0,35,0
25177,245,0,36,0
25958,245,0,37,0
26739,245,0,38,0
244,246,0,1,0
860,246,0,2,0
1488,246,0,3,0
2136,246,0,4,0
2795,246,0,5,0
3456,246,0,6,0
4120,246,0,7,0
4786,246,0,8,0
5453,246,0,9,0
6123,246,0,10,0
6797,246,0,11,0
7475,246,0,12,0
8159,246,0,13,0
8849,246,0,14,0
9542,246,0,15,0
10235,246,0,16,0
10936,246,0,17,0
11637,246,0,18,0
12342,246,0,19,0
13051,246,0,20,0
13762,246,0,21,0
14486,246,0,22,0
15215,246,0,23,0
15951,246,0,24,0
16693,246,0,25,0
17452,246,0,26,0
18215,246,0,27,0
18979,246,0,28,0
19748,246,0,29,0
20517,246,0,30,0
21288,246,0,31,0
22060,246,0,32,0
22838,246,0,33,0
23617,246,0,34,0
24397,246,0,35,0
25178,246,0,36,0
25959,246,0,37,0
26740,246,0,38,0
245,247,2,1,156
861,247,8,2,154
1489,247,2,3,146
2137,247,3,4,144
2796,247,7,5,141
3457,247,3,6,134
4121,247,2,7,131
4787,247,2,8,129
5454,247,11,9,127
6124,247,2,10,116
6798,247,5,11,114
7476,247,7,12,109
8160,247,5,13,102
8850,247,15,14,97
9543,247,2,15,82
10236,247,2,16,80
10937,247,3,17,78
11638,247,2,18,75
12343,247,2,19,73
13052,247,2,20,71
13763,247,15,21,69
14487,247,1,22,54
15216,247,2,23,53
15952,247,2,24,51
16694,247,2,25,49
17453,247,2,26,47
18216,247,1,27,45
18980,247,5,28,44
19749,247,3,29,39
20518,247,1,30,36
21289,247,13,31,35
22061,247,2,32,22
22839,247,8,33,20
23618,247,5,34,12
24398,247,2,35,7
25179,247,2,36,5
25960,247,2,37,3
26741,247,1,38,1
246,248,3,1,115
862,248,3,2,112
1490,248,3,3,109
2138,248,2,4,106
2797,248,2,5,104
3458,248,5,6,102
4122,248,2,7,97
4788,248,5,8,95
5455,248,3,9,90
6125,248,2,10,87
6799,248,9,11,85
7477,248,0,12,76
8161,248,2,13,76
8851,248,2,14,74
9544,248,3,15,72
10237,248,1,16,69
10938,248,6,17,68
11639,248,4,18,62
12344,248,3,19,58
13053,248,1,20,55
13764,248,1,21,54
14488,248,7,22,53
15217,248,2,23,46
15953,248,2,24,44
16695,248,2,25,42
17454,248,2,26,40
18217,248,3,27,38
18981,248,1,28,35
19750,248,13,29,34
20519,248,2,30,21
21290,248,1,31,19
22062,248,2,32,18
22840,248,2,33,16
23619,248,2,34,14
24399,248,2,35,12
25180,248,2,36,10
25961,248,6,37,8
26742,248,2,38,2
247,249,2,1,56
863,249,2,2,54
1491,249,1,3,52
2139,249,2,4,51
2798,249,0,5,49
3459,249,2,6,49
4123,249,2,7,47
4789,249,0,8,45
5456,249,0,9,45
6126,249,0,10,45
6800,249,0,11,45
7478,249,2,12,45
8162,249,1,13,43
8852,249,0,14,42
9545,249,1,15,42
10238,249,2,16,41
10939,249,1,17,39
11640,249,5,18,38
12345,249,2,19,33
13054,249,2,20,31
13765,249,1,21,29
14489,249,5,22,28
15218,249,2,23,23
15954,249,2,24,21
16696,249,2,25,19
17455,249,2,26,17
18218,249,1,27,15
18982,249,0,28,14
19751,249,0,29,14
20520,249,1,30,14
21291,249,1,31,13
22063,249,2,32,12
22841,249,3,33,10
23620,249,1,34,7
24400,249,2,35,6
25181,249,0,36,4
25962,249,2,37,4
26743,249,2,38,2
248,250,0,1,0
864,250,0,2,0
1492,250,0,3,0
2140,250,0,4,0
2799,250,0,5,0
3460,250,0,6,0
4124,250,0,7,0
4790,250,0,8,0
5457,250,0,9,0
6127,250,0,10,0
6801,250,0,11,0
7479,250,0,12,0
8163,250,0,13,0
8853,250,0,14,0
9546,250,0,15,0
10239,250,0,16,0
10940,250,0,17,0
11641,250,0,18,0
12346,250,0,19,0
13055,250,0,20,0
13766,250,0,21,0
14490,250,0,22,0
15219,250,0,23,0
15955,250,0,24,0
16697,250,0,25,0
17456,250,0,26,0
18219,250,0,27,0
18983,250,0,28,0
19752,250,0,29,0
20521,250,0,30,0
21292,250,0,31,0
22064,250,0,32,0
22842,250,0,33,0
23621,250,0,34,0
24401,250,0,35,0
25182,250,0,36,0
25963,250,0,37,0
26744,250,0,38,0
249,251,2,1,86
865,251,2,2,84
1493,251,2,3,82
2141,251,1,4,80
2800,251,4,5,79
3461,251,1,6,75
4125,251,6,7,74
4791,251,0,8,68
5458,251,1,9,68
6128,251,0,10,67
6802,251,1,11,67
7480,251,1,12,66
8164,251,1,13,65
8854,251,2,14,64
9547,251,1,15,62
10240,251,7,16,61
10941,251,2,17,54
11642,251,7,18,52
12347,251,1,19,45
13056,251,1,20,44
13767,251,1,21,43
14491,251,1,22,42
15220,251,1,23,41
15956,251,8,24,40
16698,251,1,25,32
17457,251,1,26,31
18220,251,9,27,30
18984,251,1,28,21
19753,251,7,29,20
20522,251,5,30,13
21293,251,7,31,8
22065,251,1,32,1
22843,251,0,33,0
23622,251,0,34,0
24402,251,0,35,0
25183,251,0,36,0
25964,251,0,37,0
26745,251,0,38,0
250,252,1,1,147
866,252,1,2,146
1494,252,1,3,145
2142,252,9,4,144
2801,252,6,5,135
3462,252,9,6,129
4126,252,5,7,120
4792,252,7,8,115
5459,252,2,9,108
6129,252,2,10,106
6803,252,5,11,104
7481,252,2,12,99
8165,252,2,13,97
8855,252,1,14,95
9548,252,8,15,94
10241,252,2,16,86
10942,252,0,17,84
11643,252,2,18,84
12348,252,9,19,82
13057,252,13,20,73
13768,252,1,21,60
14492,252,2,22,59
15221,252,2,23,57
15957,252,8,24,55
16699,252,5,25,47
17458,252,2,26,42
18221,252,1,27,40
18985,252,8,28,39
19754,252,2,29,31
20523,252,2,30,29
21294,252,1,31,27
22066,252,1,32,26
22844,252,2,33,25
23623,252,1,34,23
24403,252,2,35,22
25184,252,9,36,20
25965,252,9,37,11
26746,252,2,38,2
251,253,0,1,0
867,253,0,2,0
1495,253,0,3,0
2143,253,0,4,0
2802,253,0,5,0
3463,253,0,6,0
4127,253,0,7,0
4793,253,0,8,0
5460,253,0,9,0
6130,253,0,10,0
6804,253,0,11,0
7482,253,0,12,0
8166,253,0,13,0
8856,253,0,14,0
9549,253,0,15,0
10242,253,0,16,0
10943,253,0,17,0
11644,253,0,18,0
12349,253,0,19,0
13058,253,0,20,0
13769,253,0,21,0
14493,253,0,22,0
15222,253,0,23,0
15958,253,0,24,0
16700,253,0,25,0
17459,253,0,26,0
18222,253,0,27,0
18986,253,0,28,0
19755,253,0,29,0
20524,253,0,30,0
21295,253,0,31,0
22067,253,0,32,0
22845,253,0,33,0
23624,253,0,34,0
24404,253,0,35,0
25185,253,0,36,0
25966,253,0,37,0
26747,253,0,38,0
252,254,1,1,10
868,254,1,2,9
1496,254,1,3,8
2144,254,1,4,7
2803,254,0,5,6
3464,254,0,6,6
4128,254,0,7,6
4794,254,0,8,6
5461,254,1,9,6
6131,254,0,10,5
6805,254,1,11,5
7483,254,0,12,4
8167,254,0,13,4
8857,254,0,14,4
9550,254,0,15,4
10243,254,0,16,4
10944,254,0,17,4
11645,254,0,18,4
12350,254,0,19,4
13059,254,0,20,4
13770,254,0,21,4
14494,254,0,22,4
15223,254,0,23,4
15959,254,0,24,4
16701,254,1,25,4
17460,254,0,26,3
18223,254,0,27,3
18987,254,1,28,3
19756,254,0,29,2
20525,254,0,30,2
21296,254,1,31,2
22068,254,0,32,1
22846,254,0,33,1
23625,254,0,34,1
24405,254,1,35,1
25186,254,0,36,0
25967,254,0,37,0
26748,254,0,38,0
253,255,2,1,106
869,255,7,2,104
1497,255,4,3,97
2145,255,2,4,93
2804,255,2,5,91
3465,255,7,6,89
4129,255,1,7,82
4795,255,1,8,81
5462,255,2,9,80
6132,255,6,10,78
6806,255,6,11,72
7484,255,0,12,66
8168,255,2,13,66
8858,255,6,14,64
9551,255,1,15,58
10244,255,6,16,57
10945,255,6,17,51
11646,255,1,18,45
12351,255,4,19,44
13060,255,1,20,40
13771,255,7,21,39
14495,255,8,22,32
15224,255,2,23,24
15960,255,4,24,22
16702,255,2,25,18
17461,255,1,26,16
18224,255,0,27,15
18988,255,0,28,15
19757,255,7,29,15
20526,255,1,30,8
21297,255,1,31,7
22069,255,1,32,6
22847,255,1,33,5
23626,255,0,34,4
24406,255,2,35,4
25187,255,0,36,2
25968,255,1,37,2
26749,255,1,38,1
254,256,1,1,1
870,256,0,2,0
1498,256,0,3,0
2146,256,0,4,0
2805,256,0,5,0
3466,256,0,6,0
4130,256,0,7,0
4796,256,0,8,0
5463,256,0,9,0
6133,256,0,10,0
6807,256,0,11,0
7485,256,0,12,0
8169,256,0,13,0
8859,256,0,14,0
9552,256,0,15,0
10245,256,0,16,0
10946,256,0,17,0
11647,256,0,18,0
12352,256,0,19,0
13061,256,0,20,0
13772,256,0,21,0
14496,256,0,22,0
15225,256,0,23,0
15961,256,0,24,0
16703,256,0,25,0
17462,256,0,26,0
18225,256,0,27,0
18989,256,0,28,0
19758,256,0,29,0
20527,256,0,30,0
21298,256,0,31,0
22070,256,0,32,0
22848,256,0,33,0
23627,256,0,34,0
24407,256,0,35,0
25188,256,0,36,0
25969,256,0,37,0
26750,256,0,38,0
255,257,2,1,49
871,257,2,2,47
1499,257,2,3,45
2147,257,2,4,43
2806,257,1,5,41
3467,257,5,6,40
4131,257,1,7,35
4797,257,1,8,34
5464,257,2,9,33
6134,257,2,10,31
6808,257,6,11,29
7486,257,3,12,23
8170,257,2,13,20
8860,257,0,14,18
9553,257,5,15,18
10246,257,1,16,13
10947,257,0,17,12
11648,257,0,18,12
12353,257,0,19,12
13062,257,0,20,12
13773,257,0,21,12
14497,257,0,22,12
15226,257,0,23,12
15962,257,0,24,12
16704,257,0,25,12
17463,257,0,26,12
18226,257,0,27,12
18990,257,0,28,12
19759,257,0,29,12
20528,257,0,30,12
21299,257,1,31,12
22071,257,0,32,11
22849,257,6,33,11
23628,257,2,34,5
24408,257,1,35,3
25189,257,1,36,2
25970,257,0,37,1
26751,257,1,38,1
256,258,0,1,3
872,258,0,2,3
1500,258,0,3,3
2148,258,0,4,3
2807,258,0,5,3
3468,258,0,6,3
4132,258,0,7,3
4798,258,0,8,3
5465,258,0,9,3
6135,258,0,10,3
6809,258,0,11,3
7487,258,0,12,3
8171,258,0,13,3
8861,258,0,14,3
9554,258,0,15,3
10247,258,0,16,3
10948,258,1,17,3
11649,258,0,18,2
12354,258,0,19,2
13063,258,0,20,2
13774,258,0,21,2
14498,258,0,22,2
15227,258,0,23,2
15963,258,0,24,2
16705,258,0,25,2
17464,258,0,26,2
18227,258,0,27,2
18991,258,0,28,2
19760,258,0,29,2
20529,258,0,30,2
21300,258,0,31,2
22072,258,0,32,2
22850,258,1,33,2
23629,258,1,34,1
24409,258,0,35,0
25190,258,0,36,0
25971,258,0,37,0
26752,258,0,38,0
257,259,1,1,78
873,259,0,2,77
1501,259,1,3,77
2149,259,0,4,76
2808,259,0,5,76
3469,259,0,6,76
4133,259,0,7,76
4799,259,1,8,76
5466,259,1,9,75
6136,259,13,10,74
6810,259,6,11,61
7488,259,1,12,55
8172,259,1,13,54
8862,259,2,14,53
9555,259,1,15,51
10248,259,2,16,50
10949,259,3,17,48
11650,259,6,18,45
12355,259,8,19,39
13064,259,6,20,31
13775,259,2,21,25
14499,259,7,22,23
15228,259,1,23,16
15964,259,0,24,15
16706,259,0,25,15
17465,259,0,26,15
18228,259,0,27,15
18992,259,0,28,15
19761,259,0,29,15
20530,259,0,30,15
21301,259,0,31,15
22073,259,0,32,15
22851,259,1,33,15
23630,259,2,34,14
24410,259,2,35,12
25191,259,2,36,10
25972,259,6,37,8
26753,259,2,38,2
258,260,1,1,8
874,260,0,2,7
1502,260,0,3,7
2150,260,0,4,7
2809,260,0,5,7
3470,260,0,6,7
4134,260,0,7,7
4800,260,0,8,7
5467,260,0,9,7
6137,260,0,10,7
6811,260,0,11,7
7489,260,1,12,7
8173,260,0,13,6
8863,260,1,14,6
9556,260,1,15,5
10249,260,1,16,4
